"UniqueID","Probability1"
6533,0.053152005040617
6534,0.105482973421424
6535,0.901055513039354
6536,0.169364225323381
6537,0.511755037768338
6538,0.788260860455995
6539,0.95120610615304
6540,0.0151133380667728
6541,0.00878861007979983
6542,0.0597050168633458
6543,0.0602953097419126
6544,0.959818932672061
6545,0.0212364746146567
6546,0.0124680282952199
6547,0.00482622151518713
6548,0.860162396519824
6549,0.816037139316034
6550,0.195200474946124
6551,0.497442552035282
6552,0.0304564563445139
6553,0.210197298854409
6554,0.0494797183412045
6555,0.742835518120645
6556,0.0492614230008257
6557,0.00329512613249609
6558,0.565945485309219
6559,0.0678631759266273
6560,0.746511928828402
6561,0.403473641930515
6562,0.0204808022053853
6563,0.0187602539030266
6564,0.0632420865630299
6565,0.00606337207718091
6566,0.14486776395616
6567,0.102135246397872
6568,0.814009759642302
6569,0.689167087214085
6570,0.0557902646607533
6571,0.0649923653081217
6572,0.789468166529819
6573,0.717466619301224
6574,0.791775013390374
6575,0.0363384857342864
6576,0.628835608787089
6577,0.00360784888031992
6578,0.0493266979512823
6579,0.0638073398733982
6580,0.0408180768676337
6581,0.659641645791428
6582,0.00720389388158017
6583,0.00699859051405433
6584,0.19238753797382
6585,0.000361665118061786
6586,0.21577052134959
6587,0.201494987636857
6588,0.00496802079639903
6589,0.00230969047522637
6590,0.184886647364869
6591,0.8976005419763
6592,0.0548191589852748
6593,0.0494414906777618
6594,0.0389559165909586
6595,0.0687478327303007
6596,0.0475537763875242
6597,0.0453851912113157
6598,0.0538930884230908
6599,0.00385738657155365
6600,0.326150247311282
6601,0.0347022250271789
6602,0.00247331962028306
6603,0.00445413616930546
6604,0.0593658588016274
6605,0.143358857743363
6606,0.679830735952025
6607,0.0425878071410419
6608,0.82418008262035
6609,0.794986022148989
6610,0.000247395126504266
6611,0.0772284648715999
6612,0.128510110884072
6613,0.040085346724292
6614,0.0335559585123803
6615,0.00201512395430574
6616,0.102849353264271
6617,0.0460574555074674
6618,0.0295031489956405
6619,0.200095187353305
6620,7.93962754768994e-05
6621,0.0914419967842453
6622,0.0431841958219661
6623,0.0236724206101727
6624,0.000158627969254791
6625,0.027383244075664
6626,0.000101539868961185
6627,0.0371913975430494
6628,5.26674591347347e-05
6629,0.009885363934179
6630,0.000276575073706463
6631,0.0068556433976437
6632,0.166211792022585
6633,0.901766961755038
6634,0.00968205648352903
6635,0.776083826193461
6636,0.341504874176885
6637,0.298479110381696
6638,0.389950353758003
6639,0.245256302166377
6640,0.298416119748415
6641,0.359246526392771
6642,0.325802229664414
6643,0.382078176083619
6644,0.373858097489656
6645,0.00201809232492775
6646,0.478534406276744
6647,0.018238726517173
6648,0.0268138952344376
6649,0.274898791384263
6650,0.740076525615199
6651,0.00305567146862692
6652,0.0128968484290185
6653,0.0102562660754746
6654,0.0134293731349511
6655,0.154028016786354
6656,0.0238175461767629
6657,0.00706102893858006
6658,0.188172383562927
6659,0.026435452877453
6660,0.484833856666842
6661,0.00431438295149244
6662,0.0534430762928038
6663,0.0491452916241948
6664,0.40540108209252
6665,0.172575976122298
6666,0.0392943639319428
6667,0.0986105525585308
6668,0.000318740892269593
6669,0.0486223059216602
6670,0.88430793253619
6671,0.878576752682779
6672,0.0246911228668272
6673,0.0339459713500482
6674,0.0777904787314694
6675,0.00706647849088223
6676,0.0408834097182402
6677,0.0536002849202821
6678,0.00801477978499658
6679,0.0111239963637667
6680,0.651622562553323
6681,0.0600797108596759
6682,0.0431476079185401
6683,0.126516662992949
6684,0.606434256365295
6685,0.0455166328348039
6686,0.0239483793309736
6687,0.0591423800370045
6688,0.728443568866488
6689,0.00499034364692898
6690,0.0401529394437312
6691,0.141968947873032
6692,0.30650484835897
6693,0.00199557180224133
6694,0.752492933075162
6695,0.082165944488742
6696,0.000226032564374725
6697,0.645819634023589
6698,0.0402358618445781
6699,0.0723368168425982
6700,0.00196549268729825
6701,0.667706480657845
6702,0.0348245747518662
6703,0.0264786856213383
6704,0.0760308745130965
6705,0.0387836384091342
6706,2.35466983887586e-05
6707,0.162475407985923
6708,0.0393848403629639
6709,0.00325175743749975
6710,0.0376088506429441
6711,0.0379969319125354
6712,0.0485337245699612
6713,0.000171408062044594
6714,0.0299903325461072
6715,0.0623123243332334
6716,4.68734553606407e-05
6717,9.14824294106143e-05
6718,0.0382723659041077
6719,0.00262246541401305
6720,0.662839074810381
6721,0.000245295874079529
6722,0.0244787721890702
6723,0.939039002193063
6724,0.104316516578804
6725,0.542780394079441
6726,0.085900159496256
6727,0.00282359948649153
6728,0.885347663109124
6729,0.00452558648572672
6730,0.00275381561169713
6731,0.924798205621709
6732,0.0442472827582114
6733,0.0221876830793097
6734,0.00764390132054136
6735,0.00698084275648157
6736,0.0620950499898179
6737,0.0392778112865356
6738,0.14670585720677
6739,0.962243997996638
6740,0.00337917770880954
6741,0.0265929865175275
6742,0.0152290836266543
6743,0.0612684711282061
6744,0.000566880983373139
6745,0.22884297662808
6746,0.0327407306802296
6747,0.0495933218206844
6748,0.0562801008745748
6749,0.0947259205824946
6750,0.557608989052624
6751,0.00316427017411849
6752,0.369462866652138
6753,0.999542706802484
6754,0.00989901601920515
6755,0.0503750137610456
6756,0.0163869837876985
6757,0.35677744480993
6758,0.195849896347709
6759,0.00307653740472196
6760,0.00889095191107816
6761,0.0462213355048194
6762,0.000351484005669371
6763,0.0163815786449225
6764,0.732259327337032
6765,0.0129045731407273
6766,0.0511139593634815
6767,0.0559197552519988
6768,0.0437898063249883
6769,0.0641670746740572
6770,0.117605712220394
6771,0.00187679252240767
6772,0.053119113430449
6773,0.0257530487860934
6774,0.0164556453984426
6775,0.654180195138817
6776,0.0676761147126876
6777,0.00184715354114234
6778,0.0119252155402573
6779,0.076955283060553
6780,0.766447729485141
6781,0.686755689564148
6782,0.0992321745721397
6783,0.0299612558924875
6784,0.00276207989818731
6785,0.0121064097604755
6786,0.0323242548529166
6787,0.64532654727753
6788,0.0252828712066311
6789,0.070979709027617
6790,0.0110482283039948
6791,0.00171936574455949
6792,0.000188119084563489
6793,0.173111906678032
6794,0.00172222444255898
